uid	source	scene	sent	qidx	dialogue	context
2_41	狼与白色的猎犬	2	41	0	不管数了多少遍，小麦粉就是不够！ 这是什么嘛，我觉得里面肯定混了燕麦粉！ 所以就说根本不能相信那个人的！	是个小孩子，头发是灰中掺杂着银粉般，不可思议的颜色。 ‖ “呐，哥哥！ 这个绝对不对劲！” ‖ 从长长的头发来看，大概是个女孩子。应该不是杂役，而是店主人的女儿吧。此时她正挥着手里的石板，站在旅馆门口朝屋内大声叫喊着。年轻的少女如此吵闹是非常失礼的，正当我为此皱眉时，又看到她从手边的麻袋里拿出了什么叼在嘴里。看来是个个性调皮的孩子。 ‖ ►“不管数了多少遍，小麦粉就是不够！ 这是什么嘛，我觉得里面肯定混了燕麦粉！ 所以就说根本不能相信那个人的！” ‖ 小小年纪，眼光倒相当犀利，让人佩服。 ‖ 磨成面粉后，想要判断麦子的种类就会变得相当困难，几种混合起来则更甚。
2_46	狼与白色的猎犬	2	46	0	汝喊什么呢，真吵。	磨成面粉后，想要判断麦子的种类就会变得相当困难，几种混合起来则更甚。 ‖ 恐怕就是面包师也只能在最后烤好面包时，才能发现其中差异。 ‖ 紧接着传来的第二道声音打断了我的思维。 ‖ ►“汝喊什么呢，真吵。” ‖ 另一个同她长相别无二致的少女，从屋里走了出来。 ‖ 这个女孩头上松松地裹着头巾，但能从间隙中看出头发是亚麻色，个子也稍微高一些。
2_50	狼与白色的猎犬	2	50	0	小麦粉的数目不对，而且我觉得里面混了别的东西。还有，哥哥呢？	另一个同她长相别无二致的少女，从屋里走了出来。 ‖ 这个女孩头上松松地裹着头巾，但能从间隙中看出头发是亚麻色，个子也稍微高一些。 ‖ 她大概是双胞胎里的姐姐，有一种完全不同于妹妹的魄力。 ‖ ►“小麦粉的数目不对，而且我觉得里面混了别的东西。还有，哥哥呢？” ‖ “柯尔小鬼被老爷子们叫到温泉池里去了。汝说混了别的东西？ 怎么回事？” ‖ 银发的少女老老实实地给亚麻色头发的少女让开了路。
2_51	狼与白色的猎犬	2	51	0	柯尔小鬼被老爷子们叫到温泉池里去了。汝说混了别的东西？ 怎么回事？	这个女孩头上松松地裹着头巾，但能从间隙中看出头发是亚麻色，个子也稍微高一些。 ‖ 她大概是双胞胎里的姐姐，有一种完全不同于妹妹的魄力。 ‖ “小麦粉的数目不对，而且我觉得里面混了别的东西。还有，哥哥呢？” ‖ ►“柯尔小鬼被老爷子们叫到温泉池里去了。汝说混了别的东西？ 怎么回事？” ‖ 银发的少女老老实实地给亚麻色头发的少女让开了路。 ‖ 亚麻色头发的少女则凑近装面粉的袋子，闻了闻。
2_54	狼与白色的猎犬	2	54	0	唔。混了什么暂且不论。数量不足没准只是因为码头那边已经忙忙乱了。这时节也是难免的。	“柯尔小鬼被老爷子们叫到温泉池里去了。汝说混了别的东西？ 怎么回事？” ‖ 银发的少女老老实实地给亚麻色头发的少女让开了路。 ‖ 亚麻色头发的少女则凑近装面粉的袋子，闻了闻。 ‖ ►“唔。混了什么暂且不论。数量不足没准只是因为码头那边已经忙忙乱了。这时节也是难免的。” ‖ “我应不应该去那边看看？” ‖ 银发的少女刚说完，便被亚麻色头发的少女敲了一下脑袋。
2_55	狼与白色的猎犬	2	55	0	我应不应该去那边看看？	银发的少女老老实实地给亚麻色头发的少女让开了路。 ‖ 亚麻色头发的少女则凑近装面粉的袋子，闻了闻。 ‖ “唔。混了什么暂且不论。数量不足没准只是因为码头那边已经忙忙乱了。这时节也是难免的。” ‖ ►“我应不应该去那边看看？” ‖ 银发的少女刚说完，便被亚麻色头发的少女敲了一下脑袋。 ‖ “傻丫头，汝是打算偷溜出去玩吧？”
2_57	狼与白色的猎犬	2	57	0	傻丫头，汝是打算偷溜出去玩吧？	“唔。混了什么暂且不论。数量不足没准只是因为码头那边已经忙忙乱了。这时节也是难免的。” ‖ “我应不应该去那边看看？” ‖ 银发的少女刚说完，便被亚麻色头发的少女敲了一下脑袋。 ‖ ►“傻丫头，汝是打算偷溜出去玩吧？” ‖ “才、才不是……” ‖ “在屋子里汝可以爱怎么闲就怎么闲。去把东西搬进去，然后让柯尔小鬼到码头问问人家吧。。”
2_58	狼与白色的猎犬	2	58	0	才、才不是……	“我应不应该去那边看看？” ‖ 银发的少女刚说完，便被亚麻色头发的少女敲了一下脑袋。 ‖ “傻丫头，汝是打算偷溜出去玩吧？” ‖ ►“才、才不是……” ‖ “在屋子里汝可以爱怎么闲就怎么闲。去把东西搬进去，然后让柯尔小鬼到码头问问人家吧。。” ‖ “哎～……。那我可以跟着去吗？”
2_59	狼与白色的猎犬	2	59	0	在屋子里汝可以爱怎么闲就怎么闲。去把东西搬进去，然后让柯尔小鬼到码头问问人家吧。。	银发的少女刚说完，便被亚麻色头发的少女敲了一下脑袋。 ‖ “傻丫头，汝是打算偷溜出去玩吧？” ‖ “才、才不是……” ‖ ►“在屋子里汝可以爱怎么闲就怎么闲。去把东西搬进去，然后让柯尔小鬼到码头问问人家吧。。” ‖ “哎～……。那我可以跟着去吗？” ‖ 亚麻色头发的少女对她投去冰冷的视线。
2_60	狼与白色的猎犬	2	60	0	哎～……。那我可以跟着去吗？	“傻丫头，汝是打算偷溜出去玩吧？” ‖ “才、才不是……” ‖ “在屋子里汝可以爱怎么闲就怎么闲。去把东西搬进去，然后让柯尔小鬼到码头问问人家吧。。” ‖ ►“哎～……。那我可以跟着去吗？” ‖ 亚麻色头发的少女对她投去冰冷的视线。 ‖ 银发的少女立刻如同撞见狐狸的白貂般缩起身体来。
2_63	狼与白色的猎犬	2	63	0	还有，那是谁？	“哎～……。那我可以跟着去吗？” ‖ 亚麻色头发的少女对她投去冰冷的视线。 ‖ 银发的少女立刻如同撞见狐狸的白貂般缩起身体来。 ‖ ►“还有，那是谁？” ‖ 亚麻色头发的少女隔着堆起来的货物，手朝这边指来。 ‖ 她好像总算是注意到我了。
2_66	狼与白色的猎犬	2	66	0	哎，是谁呢。我，我不知道哦？	“还有，那是谁？” ‖ 亚麻色头发的少女隔着堆起来的货物，手朝这边指来。 ‖ 她好像总算是注意到我了。 ‖ ►“哎，是谁呢。我，我不知道哦？” ‖ “真是的，这傻丫头……” ‖ 银发的少女听到抱怨后首先露出不服的表情，被瞪了一眼后立刻缩起脖子。
2_67	狼与白色的猎犬	2	67	0	真是的，这傻丫头……	亚麻色头发的少女隔着堆起来的货物，手朝这边指来。 ‖ 她好像总算是注意到我了。 ‖ “哎，是谁呢。我，我不知道哦？” ‖ ►“真是的，这傻丫头……” ‖ 银发的少女听到抱怨后首先露出不服的表情，被瞪了一眼后立刻缩起脖子。 ‖ 她们之间有明确的上下关系，所以虽然长相别无二致，或许却是一对年纪相差不少的姐妹。姐姐的言辞相当古风，大概是从遥远的土地嫁到这里后，跟老人学习本地语言的缘故。
2_73	狼与白色的猎犬	2	73	0	那，汝究竟是啥人。要化缘现在正好。温泉池子里有不少和尚呢。	可这样想，两人是姐妹的推测又有了矛盾。毕竟姐妹一同来到夫家的情况着实不多。 ‖ 由于工作原因，我总是对这样的蹊跷之处格外在意。 ‖ 正想着这些，货物另一边的人首先发话了。 ‖ ►“那，汝究竟是啥人。要化缘现在正好。温泉池子里有不少和尚呢。” ‖ 她说出化缘这个词时似乎咬了一下舌头，让人觉得莫名的可爱。真是位不可思议的少女。 ‖ 我挺直身体，对她答道。
2_76	狼与白色的猎犬	2	76	0	我名叫格兰·萨尔加多。受逗留于此的包豪修道院长阁下邀请而来。这个冬天要承蒙您关照了，院长阁下是否已经对您说过此事？	“那，汝究竟是啥人。要化缘现在正好。温泉池子里有不少和尚呢。” ‖ 她说出化缘这个词时似乎咬了一下舌头，让人觉得莫名的可爱。真是位不可思议的少女。 ‖ 我挺直身体，对她答道。 ‖ ►“我名叫格兰·萨尔加多。受逗留于此的包豪修道院长阁下邀请而来。这个冬天要承蒙您关照了，院长阁下是否已经对您说过此事？” ‖ 虽然将理由说了出来，但对方的反应却并不理想，丝毫不掩饰怀疑的目光。 ‖ 大概，是因为这副模样的缘故吧。我身穿着好几重已经磨破了的长衣，脖子上挂着兼具干粮与露宿时除虫之用，如铃铛般串在一起的大蒜。身边比自己还高的木棍是在路上捡来的，无论是驱赶野狗，探查泥沼的深度，或是晾干衣服时都派上了很大用处。胡子也为了防寒而很久没有剃过。
2_82	狼与白色的猎犬	2	82	0	唔……算啦，客人也是千差万别的呐。	衣着是这副模样，手指从指甲缝到关节处的褶皱，自然也全都是黑乎乎的污泥。 ‖ 被当成乞讨者并不奇怪。 ‖ 化缘。她之所以会这么说，大概是因为在这寒冷的深山地方，乞丐是根本活不下去的吧。 ‖ ►“唔……算啦，客人也是千差万别的呐。” ‖ “如果没有房间的话，我借宿在储藏间里也无妨。” ‖ “这些倒没啥问题。要说的话……咱担心的是别的方面。”
2_83	狼与白色的猎犬	2	83	0	如果没有房间的话，我借宿在储藏间里也无妨。	被当成乞讨者并不奇怪。 ‖ 化缘。她之所以会这么说，大概是因为在这寒冷的深山地方，乞丐是根本活不下去的吧。 ‖ “唔……算啦，客人也是千差万别的呐。” ‖ ►“如果没有房间的话，我借宿在储藏间里也无妨。” ‖ “这些倒没啥问题。要说的话……咱担心的是别的方面。” ‖ “别的方面。”
2_84	狼与白色的猎犬	2	84	0	这些倒没啥问题。要说的话……咱担心的是别的方面。	化缘。她之所以会这么说，大概是因为在这寒冷的深山地方，乞丐是根本活不下去的吧。 ‖ “唔……算啦，客人也是千差万别的呐。” ‖ “如果没有房间的话，我借宿在储藏间里也无妨。” ‖ ►“这些倒没啥问题。要说的话……咱担心的是别的方面。” ‖ “别的方面。” ‖ 我刚一问出口，自己便立刻反应了过来。
2_85	狼与白色的猎犬	2	85	0	别的方面。	“唔……算啦，客人也是千差万别的呐。” ‖ “如果没有房间的话，我借宿在储藏间里也无妨。” ‖ “这些倒没啥问题。要说的话……咱担心的是别的方面。” ‖ ►“别的方面。” ‖ 我刚一问出口，自己便立刻反应了过来。 ‖ “失礼了。您若是在意跳蚤或虱子，我就先去河里净过身再来吧。”
2_87	狼与白色的猎犬	2	87	0	失礼了。您若是在意跳蚤或虱子，我就先去河里净过身再来吧。	“这些倒没啥问题。要说的话……咱担心的是别的方面。” ‖ “别的方面。” ‖ 我刚一问出口，自己便立刻反应了过来。 ‖ ►“失礼了。您若是在意跳蚤或虱子，我就先去河里净过身再来吧。” ‖ 这里是家境殷实之人聚集的温泉旅店，并不是沿路的旅舍。 ‖ “这也是一个原因，不过呐。”
2_89	狼与白色的猎犬	2	89	0	这也是一个原因，不过呐。	我刚一问出口，自己便立刻反应了过来。 ‖ “失礼了。您若是在意跳蚤或虱子，我就先去河里净过身再来吧。” ‖ 这里是家境殷实之人聚集的温泉旅店，并不是沿路的旅舍。 ‖ ►“这也是一个原因，不过呐。” ‖ 亚麻色头发的少女哼了哼鼻子，接着笑了起来。 ‖ “看来汝真是个和尚，这种人可不多见呐。衣服破成这样，看起来倒又不是乞丐。汝就是那种面前摆着酒和肉，却还要去找豆子和水的人呗？ 不过这里可不是荒野里的小庙。”
2_91	狼与白色的猎犬	2	91	0	看来汝真是个和尚，这种人可不多见呐。衣服破成这样，看起来倒又不是乞丐。汝就是那种面前摆着酒和肉，却还要去找豆子和水的人呗？ 不过这里可不是荒野里的小庙。	这里是家境殷实之人聚集的温泉旅店，并不是沿路的旅舍。 ‖ “这也是一个原因，不过呐。” ‖ 亚麻色头发的少女哼了哼鼻子，接着笑了起来。 ‖ ►“看来汝真是个和尚，这种人可不多见呐。衣服破成这样，看起来倒又不是乞丐。汝就是那种面前摆着酒和肉，却还要去找豆子和水的人呗？ 不过这里可不是荒野里的小庙。” ‖ “啊，原来如此。” ‖ 我露出了久违数月的笑容。
2_92	狼与白色的猎犬	2	92	0	啊，原来如此。	“这也是一个原因，不过呐。” ‖ 亚麻色头发的少女哼了哼鼻子，接着笑了起来。 ‖ “看来汝真是个和尚，这种人可不多见呐。衣服破成这样，看起来倒又不是乞丐。汝就是那种面前摆着酒和肉，却还要去找豆子和水的人呗？ 不过这里可不是荒野里的小庙。” ‖ ►“啊，原来如此。” ‖ 我露出了久违数月的笑容。 ‖ “禁欲是自身修行的准则，并不是把炒豆和水强加在别人身上的借口。何况，偶尔的休息，神也是承认的。”
2_94	狼与白色的猎犬	2	94	0	禁欲是自身修行的准则，并不是把炒豆和水强加在别人身上的借口。何况，偶尔的休息，神也是承认的。	“看来汝真是个和尚，这种人可不多见呐。衣服破成这样，看起来倒又不是乞丐。汝就是那种面前摆着酒和肉，却还要去找豆子和水的人呗？ 不过这里可不是荒野里的小庙。” ‖ “啊，原来如此。” ‖ 我露出了久违数月的笑容。 ‖ ►“禁欲是自身修行的准则，并不是把炒豆和水强加在别人身上的借口。何况，偶尔的休息，神也是承认的。” ‖ “那就好。缪莉。” ‖ 亚麻色头发的少女唤了一声，银发少女一下子便挺直脊背。
2_95	狼与白色的猎犬	2	95	0	那就好。缪莉。	“啊，原来如此。” ‖ 我露出了久违数月的笑容。 ‖ “禁欲是自身修行的准则，并不是把炒豆和水强加在别人身上的借口。何况，偶尔的休息，神也是承认的。” ‖ ►“那就好。缪莉。” ‖ 亚麻色头发的少女唤了一声，银发少女一下子便挺直脊背。 ‖ “把他带到浴池去，顺带给他准备剃刀和肥皂之类的。货物咱来收拾。”
2_97	狼与白色的猎犬	2	97	0	把他带到浴池去，顺带给他准备剃刀和肥皂之类的。货物咱来收拾。	“禁欲是自身修行的准则，并不是把炒豆和水强加在别人身上的借口。何况，偶尔的休息，神也是承认的。” ‖ “那就好。缪莉。” ‖ 亚麻色头发的少女唤了一声，银发少女一下子便挺直脊背。 ‖ ►“把他带到浴池去，顺带给他准备剃刀和肥皂之类的。货物咱来收拾。” ‖ “哎～好诈哦！ 妈妈，你是不是要背着爸爸自己偷吃东西？” ‖ 这个名叫缪莉的孩子，将亚麻色头发的少女称作母亲。
2_98	狼与白色的猎犬	2	98	0	哎～好诈哦！ 妈妈，你是不是要背着爸爸自己偷吃东西？	“那就好。缪莉。” ‖ 亚麻色头发的少女唤了一声，银发少女一下子便挺直脊背。 ‖ “把他带到浴池去，顺带给他准备剃刀和肥皂之类的。货物咱来收拾。” ‖ ►“哎～好诈哦！ 妈妈，你是不是要背着爸爸自己偷吃东西？” ‖ 这个名叫缪莉的孩子，将亚麻色头发的少女称作母亲。 ‖ 虽有些难以置信，但这样一来，两人之间的氛围真的怎么看都像是母女，而非姐妹了。
2_102	狼与白色的猎犬	2	102	0	傻丫头，咱怎么会做那种事。	这个名叫缪莉的孩子，将亚麻色头发的少女称作母亲。 ‖ 虽有些难以置信，但这样一来，两人之间的氛围真的怎么看都像是母女，而非姐妹了。 ‖ 这位母亲实在是年轻得可怕。 ‖ ►“傻丫头，咱怎么会做那种事。” ‖ “就是会嘛，绝对会的！ 那堆货物里还有白糖呢，好奸诈！ 我也想吃白糖！” ‖ 可是两人嬉闹的模样又实在像极了姐妹。
2_103	狼与白色的猎犬	2	103	0	就是会嘛，绝对会的！ 那堆货物里还有白糖呢，好奸诈！ 我也想吃白糖！	虽有些难以置信，但这样一来，两人之间的氛围真的怎么看都像是母女，而非姐妹了。 ‖ 这位母亲实在是年轻得可怕。 ‖ “傻丫头，咱怎么会做那种事。” ‖ ►“就是会嘛，绝对会的！ 那堆货物里还有白糖呢，好奸诈！ 我也想吃白糖！” ‖ 可是两人嬉闹的模样又实在像极了姐妹。 ‖ 让人不禁露出微笑。
2_107	狼与白色的猎犬	2	107	0	那么，我要怎么办才好呢？	可是两人嬉闹的模样又实在像极了姐妹。 ‖ 让人不禁露出微笑。 ‖ 作为温泉旅店招徕顾客的看板娘，不论她们中的哪个都算是出类拔萃的吧。 ‖ ►“那么，我要怎么办才好呢？” ‖ 我带着苦笑问了一句，母亲敲了一下女儿的脑袋，接着女儿便老老实实地为我带起了路。
3_7	狼与白色的猎犬	3	7	0	呵，挺有模有样的不是？	穿上这样的衣服，温泉的热气难以从体内发散。我在旅馆内四处寻找，想取回自己的衣服，结果找到了那位亚麻色头发的少女……虽然不知称她为少女是否合适。 ‖ 此时，她正依偎着身旁壮年的男性，模样看起来亲密极了。 ‖ 打扰他们实在是不好，我犹豫了许久要不要搭话，结果少女首先注意到了我。 ‖ ►“呵，挺有模有样的不是？” ‖ 她笑了起来。 ‖ “托您的福，我现在一身清爽了。”
3_9	狼与白色的猎犬	3	9	0	托您的福，我现在一身清爽了。	打扰他们实在是不好，我犹豫了许久要不要搭话，结果少女首先注意到了我。 ‖ “呵，挺有模有样的不是？” ‖ 她笑了起来。 ‖ ►“托您的福，我现在一身清爽了。” ‖ 我道过谢，她又回以微笑，然后用眼神示意身旁的男性。 ‖ “这是刚才到的客人。因为身子有些脏，咱就让他先去温泉里洗了一回。”
3_11	狼与白色的猎犬	3	11	0	这是刚才到的客人。因为身子有些脏，咱就让他先去温泉里洗了一回。	她笑了起来。 ‖ “托您的福，我现在一身清爽了。” ‖ 我道过谢，她又回以微笑，然后用眼神示意身旁的男性。 ‖ ►“这是刚才到的客人。因为身子有些脏，咱就让他先去温泉里洗了一回。” ‖ 少女的言辞不算是委婉，却很符合她的气质。 ‖ 不过，一旁的男性则露出了困扰的笑容，给少女打了圆场。
3_14	狼与白色的猎犬	3	14	0	内人失礼了。我是这家店的主人，名叫克拉夫特·罗伦斯。	“这是刚才到的客人。因为身子有些脏，咱就让他先去温泉里洗了一回。” ‖ 少女的言辞不算是委婉，却很符合她的气质。 ‖ 不过，一旁的男性则露出了困扰的笑容，给少女打了圆场。 ‖ ►“内人失礼了。我是这家店的主人，名叫克拉夫特·罗伦斯。” ‖ 他报上姓名，走近我并伸出手来。既然说是妻子，那么先前银发的女孩果然就是他们的女儿了。 ‖ 生活在思索与祈祷的寂静中的女性，有些看起来不论经过多久都非常年轻。但眼前的少女在她们之中也是罕见的。
3_19	狼与白色的猎犬	3	19	0	我是格兰·萨尔加多。由包豪修道院长的介绍前来。院长说，这里比世间任何地方都离神的居所更近。	生活在思索与祈祷的寂静中的女性，有些看起来不论经过多久都非常年轻。但眼前的少女在她们之中也是罕见的。 ‖ 我想起了先前听过的谣传。这家店利用魔法才得以兴盛。 ‖ 永远不老的魔女。这个字眼突然从脑海中闪过。 ‖ ►“我是格兰·萨尔加多。由包豪修道院长的介绍前来。院长说，这里比世间任何地方都离神的居所更近。” ‖ “我每日都祈祷着，但愿神不是为了训斥我们，才接近纽希拉的。” ‖ 名叫罗伦斯的店主说完，露出淡淡微笑。
3_20	狼与白色的猎犬	3	20	0	我每日都祈祷着，但愿神不是为了训斥我们，才接近纽希拉的。	我想起了先前听过的谣传。这家店利用魔法才得以兴盛。 ‖ 永远不老的魔女。这个字眼突然从脑海中闪过。 ‖ “我是格兰·萨尔加多。由包豪修道院长的介绍前来。院长说，这里比世间任何地方都离神的居所更近。” ‖ ►“我每日都祈祷着，但愿神不是为了训斥我们，才接近纽希拉的。” ‖ 名叫罗伦斯的店主说完，露出淡淡微笑。 ‖ 在温泉池里洗净身体的时候，我听到了几个客人的谈话，知道罗伦斯曾是个旅行商人。假使他真有什么狐狸尾巴，恐怕也不好抓住。我有这样的感觉。
3_23	狼与白色的猎犬	3	23	0	另外，我的行李和衣物在哪里呢？ 贵店的这身服装，对我而言似乎有些太暖了。	“我每日都祈祷着，但愿神不是为了训斥我们，才接近纽希拉的。” ‖ 名叫罗伦斯的店主说完，露出淡淡微笑。 ‖ 在温泉池里洗净身体的时候，我听到了几个客人的谈话，知道罗伦斯曾是个旅行商人。假使他真有什么狐狸尾巴，恐怕也不好抓住。我有这样的感觉。 ‖ ►“另外，我的行李和衣物在哪里呢？ 贵店的这身服装，对我而言似乎有些太暖了。” ‖ “行李在汝的房间里，衣服都洗了。那样直接放在屋里，怕是要招来虫的。” ‖ “喂，赫萝。”
3_24	狼与白色的猎犬	3	24	0	行李在汝的房间里，衣服都洗了。那样直接放在屋里，怕是要招来虫的。	名叫罗伦斯的店主说完，露出淡淡微笑。 ‖ 在温泉池里洗净身体的时候，我听到了几个客人的谈话，知道罗伦斯曾是个旅行商人。假使他真有什么狐狸尾巴，恐怕也不好抓住。我有这样的感觉。 ‖ “另外，我的行李和衣物在哪里呢？ 贵店的这身服装，对我而言似乎有些太暖了。” ‖ ►“行李在汝的房间里，衣服都洗了。那样直接放在屋里，怕是要招来虫的。” ‖ “喂，赫萝。” ‖ 妻子的名字似乎是叫赫萝。这是个不多见的名字，而且我总觉得像是在哪里听过。
3_25	狼与白色的猎犬	3	25	0	喂，赫萝。	在温泉池里洗净身体的时候，我听到了几个客人的谈话，知道罗伦斯曾是个旅行商人。假使他真有什么狐狸尾巴，恐怕也不好抓住。我有这样的感觉。 ‖ “另外，我的行李和衣物在哪里呢？ 贵店的这身服装，对我而言似乎有些太暖了。” ‖ “行李在汝的房间里，衣服都洗了。那样直接放在屋里，怕是要招来虫的。” ‖ ►“喂，赫萝。” ‖ 妻子的名字似乎是叫赫萝。这是个不多见的名字，而且我总觉得像是在哪里听过。 ‖ 会不会，是和什么异端的祭典有关……正想到这里，注意到店主人的视线，我猛地回过神来。
3_28	狼与白色的猎犬	3	28	0	内人多有冒犯，还望您海涵。	“喂，赫萝。” ‖ 妻子的名字似乎是叫赫萝。这是个不多见的名字，而且我总觉得像是在哪里听过。 ‖ 会不会，是和什么异端的祭典有关……正想到这里，注意到店主人的视线，我猛地回过神来。 ‖ ►“内人多有冒犯，还望您海涵。” ‖ “啊，不，我这副模样才是失礼了。有时，包豪院长也会批评我。毕竟我并非隐士，单纯是因为不修边幅而这样，实在惭愧。” ‖ 搜寻异端时，也要提防自己被当成异端。
3_29	狼与白色的猎犬	3	29	0	啊，不，我这副模样才是失礼了。有时，包豪院长也会批评我。毕竟我并非隐士，单纯是因为不修边幅而这样，实在惭愧。	妻子的名字似乎是叫赫萝。这是个不多见的名字，而且我总觉得像是在哪里听过。 ‖ 会不会，是和什么异端的祭典有关……正想到这里，注意到店主人的视线，我猛地回过神来。 ‖ “内人多有冒犯，还望您海涵。” ‖ ►“啊，不，我这副模样才是失礼了。有时，包豪院长也会批评我。毕竟我并非隐士，单纯是因为不修边幅而这样，实在惭愧。” ‖ 搜寻异端时，也要提防自己被当成异端。 ‖ 圣典讴歌的德行包括顺从，纯洁，清贫，一身污秽绝不是好事。
3_32	狼与白色的猎犬	3	32	0	不过，原来如此啊……既然劳烦贵店洗了衣服……	“啊，不，我这副模样才是失礼了。有时，包豪院长也会批评我。毕竟我并非隐士，单纯是因为不修边幅而这样，实在惭愧。” ‖ 搜寻异端时，也要提防自己被当成异端。 ‖ 圣典讴歌的德行包括顺从，纯洁，清贫，一身污秽绝不是好事。 ‖ ►“不过，原来如此啊……既然劳烦贵店洗了衣服……” ‖ “您在房间里稍事休息如何，也好缓解一下长旅的疲惫。” ‖ “谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。”
3_33	狼与白色的猎犬	3	33	0	您在房间里稍事休息如何，也好缓解一下长旅的疲惫。	搜寻异端时，也要提防自己被当成异端。 ‖ 圣典讴歌的德行包括顺从，纯洁，清贫，一身污秽绝不是好事。 ‖ “不过，原来如此啊……既然劳烦贵店洗了衣服……” ‖ ►“您在房间里稍事休息如何，也好缓解一下长旅的疲惫。” ‖ “谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。” ‖ 罗伦斯露出了有些惊讶的表情，继而看了看身旁的赫萝。
3_34	狼与白色的猎犬	3	34	0	谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。	圣典讴歌的德行包括顺从，纯洁，清贫，一身污秽绝不是好事。 ‖ “不过，原来如此啊……既然劳烦贵店洗了衣服……” ‖ “您在房间里稍事休息如何，也好缓解一下长旅的疲惫。” ‖ ►“谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。” ‖ 罗伦斯露出了有些惊讶的表情，继而看了看身旁的赫萝。 ‖ “缪莉一直吵个不停，说货物的数目少了，小麦的量对不上。”
3_36	狼与白色的猎犬	3	36	0	缪莉一直吵个不停，说货物的数目少了，小麦的量对不上。	“您在房间里稍事休息如何，也好缓解一下长旅的疲惫。” ‖ “谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。” ‖ 罗伦斯露出了有些惊讶的表情，继而看了看身旁的赫萝。 ‖ ►“缪莉一直吵个不停，说货物的数目少了，小麦的量对不上。” ‖ “是吗？ 嗯……那个磨坊是最近新开的……他们到村里来，说价格更便宜……啊。可是，怎么能让客人来做这种事情。” ‖ “我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。”
3_37	狼与白色的猎犬	3	37	0	是吗？ 嗯……那个磨坊是最近新开的……他们到村里来，说价格更便宜……啊。可是，怎么能让客人来做这种事情。	“谢谢您的心意，但我更想看一看这个村子。如果可以的话，也想去码头看看。刚才，那里似乎为运来的货物起了什么纠纷。” ‖ 罗伦斯露出了有些惊讶的表情，继而看了看身旁的赫萝。 ‖ “缪莉一直吵个不停，说货物的数目少了，小麦的量对不上。” ‖ ►“是吗？ 嗯……那个磨坊是最近新开的……他们到村里来，说价格更便宜……啊。可是，怎么能让客人来做这种事情。” ‖ “我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。” ‖ 罗伦斯起先是一副过意不去的表情，而后慢慢笑了起来。
3_38	狼与白色的猎犬	3	38	0	我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。	罗伦斯露出了有些惊讶的表情，继而看了看身旁的赫萝。 ‖ “缪莉一直吵个不停，说货物的数目少了，小麦的量对不上。” ‖ “是吗？ 嗯……那个磨坊是最近新开的……他们到村里来，说价格更便宜……啊。可是，怎么能让客人来做这种事情。” ‖ ►“我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。” ‖ 罗伦斯起先是一副过意不去的表情，而后慢慢笑了起来。 ‖ “那么，实在对不住，但劳烦您了。其实敝店接收已经送来的货物就快忙不过来了。下雪之后，很多食物又不好在外面长放。”
3_40	狼与白色的猎犬	3	40	0	那么，实在对不住，但劳烦您了。其实敝店接收已经送来的货物就快忙不过来了。下雪之后，很多食物又不好在外面长放。	“是吗？ 嗯……那个磨坊是最近新开的……他们到村里来，说价格更便宜……啊。可是，怎么能让客人来做这种事情。” ‖ “我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。” ‖ 罗伦斯起先是一副过意不去的表情，而后慢慢笑了起来。 ‖ ►“那么，实在对不住，但劳烦您了。其实敝店接收已经送来的货物就快忙不过来了。下雪之后，很多食物又不好在外面长放。” ‖ “请交给我吧。” ‖ 温泉池里有不少客人，走廊另一边还能听到更多谈笑声。
3_41	狼与白色的猎犬	3	41	0	请交给我吧。	“我生来就不怎么坐得住。比起呆在暖炉前，还是更喜欢在热闹的地方四处转转。” ‖ 罗伦斯起先是一副过意不去的表情，而后慢慢笑了起来。 ‖ “那么，实在对不住，但劳烦您了。其实敝店接收已经送来的货物就快忙不过来了。下雪之后，很多食物又不好在外面长放。” ‖ ►“请交给我吧。” ‖ 温泉池里有不少客人，走廊另一边还能听到更多谈笑声。 ‖ 大概是围着暖炉的住客吧。投宿一冬需要花费相当的金额，而这里就有如此多家境殷实的客人们。
